block,street_name,latitude,longitude,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
42,SIMS DR,1.31700019582004,103.875994635636,,,,,,7.0,4.0,4.0,5.0,3.0,6.0,4.0,5.0,4.0,1.0,2.0,1.0,,1.0,1.0,3.0,,,3.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,
42,CHAI CHEE ST,1.32797877350562,103.925804792632,7.0,,8.0,7.0,12.0,13.0,17.0,14.0,14.0,23.0,10.0,10.0,14.0,16.0,19.0,12.0,6.0,11.0,6.0,10.0,12.0,8.0,7.0,3.0,4.0,8.0,2.0,8.0,5.0,2.0,7.0,6.0,6.0,6.0,1.0
420,BEDOK NTH ST 1,1.32774467875639,103.928874390405,3.0,3.0,8.0,14.0,15.0,21.0,16.0,15.0,19.0,22.0,16.0,9.0,13.0,11.0,11.0,12.0,7.0,13.0,5.0,11.0,7.0,8.0,9.0,3.0,5.0,5.0,6.0,7.0,3.0,11.0,3.0,9.0,5.0,3.0,
420,CANBERRA RD,1.45267974712814,103.818888937745,,,,,,,,,,,,,,,3.0,7.0,1.0,3.0,5.0,4.0,4.0,2.0,,,1.0,,2.0,4.0,6.0,1.0,2.0,5.0,3.0,3.0,1.0
420,CHOA CHU KANG AVE 4,1.38147127512784,103.741375947485,,,,,,,,14.0,13.0,3.0,3.0,4.0,3.0,1.0,,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,
420,HOUGANG AVE 10,1.37580558530647,103.894819073452,,,,,4.0,7.0,7.0,7.0,10.0,7.0,6.0,5.0,7.0,2.0,6.0,6.0,6.0,5.0,7.0,5.0,5.0,3.0,,2.0,,1.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,
420,JURONG WEST ST 42,1.35057175087717,103.72717276553,7.0,2.0,6.0,6.0,6.0,5.0,10.0,15.0,8.0,14.0,8.0,5.0,4.0,7.0,1.0,3.0,1.0,3.0,5.0,7.0,6.0,3.0,5.0,1.0,2.0,1.0,,1.0,5.0,3.0,2.0,1.0,3.0,,1.0
420,TAMPINES ST 41,1.35786466213393,103.947534562834,5.0,2.0,3.0,3.0,5.0,10.0,13.0,2.0,15.0,11.0,5.0,10.0,10.0,4.0,4.0,6.0,4.0,1.0,7.0,3.0,5.0,4.0,6.0,2.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,,1.0,
420,WOODLANDS ST 41,1.42814009724192,103.774574393421,,,,,,2.0,,,,2.0,15.0,6.0,2.0,4.0,,4.0,7.0,5.0,1.0,3.0,6.0,4.0,1.0,2.0,1.0,,2.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,
420,FAJAR RD,1.38465000737913,103.76951726565,,,,,1.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,5.0,,2.0,2.0,1.0
420,CLEMENTI AVE 1,1.31004548976465,103.769123845594,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,10.0,8.0,5.0,5.0,5.0,8.0,
421,BEDOK NTH RD,1.3282591231881,103.928973650256,,2.0,7.0,6.0,8.0,10.0,10.0,11.0,13.0,12.0,9.0,6.0,5.0,7.0,5.0,6.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,6.0,2.0,5.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0
421,CANBERRA RD,1.45299061364994,103.818532777338,,,,,,,,,,,,,,,1.0,8.0,3.0,4.0,5.0,4.0,2.0,5.0,6.0,2.0,,2.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0
421,CHOA CHU KANG AVE 4,1.38177896881888,103.740747501903,,,,,,,9.0,8.0,13.0,5.0,4.0,7.0,3.0,2.0,,2.0,2.0,6.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,,3.0,3.0,1.0,1.0,,3.0,1.0
421,ANG MO KIO AVE 10,1.36538422642268,103.852966961527,6.0,5.0,5.0,3.0,11.0,5.0,6.0,5.0,17.0,11.0,13.0,8.0,8.0,6.0,11.0,8.0,5.0,7.0,5.0,5.0,7.0,5.0,4.0,2.0,2.0,6.0,2.0,3.0,,4.0,3.0,6.0,,3.0,
421,HOUGANG AVE 10,1.37542347327421,103.894728671793,,,,,2.0,6.0,2.0,4.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,1.0,1.0,3.0,2.0,,1.0,1.0,3.0,,1.0,,,3.0,1.0,2.0,,
421,JURONG WEST ST 42,1.3501976375768,103.727348817983,1.0,1.0,2.0,4.0,4.0,9.0,11.0,7.0,8.0,10.0,6.0,12.0,3.0,6.0,3.0,6.0,5.0,2.0,3.0,5.0,5.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,,2.0,2.0,1.0,5.0,4.0,
421,TAMPINES ST 41,1.357518606919,103.947536321519,6.0,1.0,3.0,5.0,4.0,7.0,15.0,13.0,8.0,16.0,5.0,6.0,6.0,2.0,7.0,1.0,5.0,3.0,4.0,6.0,6.0,4.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,
421,WOODLANDS ST 41,1.42777430170853,103.774621743717,,,,,,,,,,22.0,9.0,2.0,4.0,2.0,1.0,,1.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,4.0,,
421,FAJAR RD,1.38439637247243,103.770045042926,,,,1.0,2.0,,6.0,1.0,5.0,4.0,3.0,4.0,3.0,2.0,,3.0,1.0,3.0,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,
421,PASIR RIS DR 6,1.37110521918974,103.954876767473,,,,,10.0,7.0,6.0,8.0,10.0,7.0,6.0,4.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,,2.0,,2.0,1.0,3.0,3.0,2.0,2.0,
421,CLEMENTI AVE 1,1.30909798702909,103.768355913054,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,15.0,14.0,12.0,6.0,10.0,15.0,
422,ANG MO KIO AVE 3,1.3679998880978,103.851873942231,6.0,7.0,7.0,7.0,2.0,13.0,17.0,8.0,12.0,9.0,10.0,9.0,14.0,6.0,5.0,5.0,7.0,6.0,6.0,10.0,5.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,,2.0,3.0,5.0,3.0,
422,BEDOK NTH RD,1.32868929343535,103.928893754255,3.0,6.0,4.0,6.0,13.0,12.0,12.0,8.0,12.0,13.0,6.0,4.0,9.0,7.0,10.0,6.0,4.0,4.0,5.0,1.0,8.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,6.0,3.0,3.0,5.0,
422,CANBERRA RD,1.45343668669673,103.818449528171,,,,,,,,,,,,,,,1.0,4.0,4.0,6.0,2.0,5.0,9.0,4.0,2.0,2.0,,1.0,5.0,2.0,7.0,5.0,2.0,1.0,2.0,2.0,
422,CHOA CHU KANG AVE 4,1.38225681754488,103.740957419462,,,,,,,6.0,6.0,8.0,7.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,,3.0,,1.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,6.0,
422,JURONG WEST ST 42,1.35025437922172,103.726390598371,2.0,1.0,6.0,4.0,1.0,10.0,3.0,7.0,10.0,10.0,5.0,7.0,6.0,4.0,5.0,6.0,3.0,8.0,3.0,5.0,7.0,,1.0,3.0,2.0,5.0,,2.0,3.0,2.0,,,2.0,4.0,1.0
422,TAMPINES ST 41,1.35731431611463,103.947005050195,1.0,,,1.0,2.0,2.0,4.0,3.0,6.0,2.0,1.0,2.0,1.0,,3.0,3.0,,,,,1.0,1.0,2.0,,,5.0,2.0,,,,2.0,1.0,4.0,,
422,FAJAR RD,1.38501326288107,103.769678527968,,,,3.0,4.0,5.0,7.0,8.0,8.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,,1.0,2.0,,2.0,1.0,2.0,,3.0,2.0,,1.0
422,PASIR RIS DR 6,1.37042585991842,103.954516818246,,,,,4.0,11.0,6.0,4.0,7.0,9.0,3.0,2.0,4.0,4.0,3.0,1.0,,1.0,2.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,6.0,1.0,5.0,,1.0,
422,HOUGANG AVE 6,1.3747727671353,103.894050578912,,,,,,4.0,1.0,6.0,5.0,9.0,3.0,10.0,4.0,2.0,6.0,1.0,,2.0,,3.0,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,
423,ANG MO KIO AVE 3,1.3687323282054,103.851619347503,,,,,,,5.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,,,,4.0,2.0,,,
423,CANBERRA RD,1.45374132100676,103.818123782511,,,,,,,,,,,,,,,,,2.0,3.0,1.0,2.0,3.0,,4.0,3.0,,3.0,4.0,3.0,,1.0,7.0,3.0,1.0,,
423,CHOA CHU KANG AVE 4,1.38202414693872,103.740310723833,,,,,,1.0,10.0,10.0,11.0,11.0,6.0,4.0,9.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,5.0,4.0,3.0,,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,,1.0,
423,YISHUN AVE 11,1.42284296540437,103.848313795012,,,,4.0,13.0,5.0,11.0,9.0,19.0,17.0,7.0,6.0,6.0,6.0,4.0,4.0,7.0,2.0,6.0,2.0,5.0,6.0,2.0,5.0,2.0,7.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,
423,TAMPINES ST 41,1.35707271057218,103.947601553633,2.0,1.0,3.0,5.0,5.0,6.0,3.0,12.0,16.0,14.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,
423,FAJAR RD,1.38539699350943,103.769211131634,,,,1.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,,,2.0,1.0,,,2.0,1.0,,,1.0,1.0,,,3.0,1.0,
423,PASIR RIS DR 6,1.37016641651274,103.954785587471,,,,,6.0,7.0,13.0,7.0,11.0,7.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,,,2.0,,3.0,1.0,,
423,CLEMENTI AVE 1,1.30945612208307,103.769918822857,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,8.0,6.0,6.0,6.0,6.0,4.0,
423,HOUGANG AVE 6,1.37408160936178,103.893976658926,,,,,4.0,7.0,8.0,4.0,10.0,7.0,5.0,6.0,6.0,3.0,2.0,5.0,3.0,,5.0,5.0,3.0,2.0,3.0,1.0,1.0,,4.0,,3.0,,1.0,2.0,2.0,,
423,BEDOK NTH AVE 1,1.32797614118515,103.927565110763,4.0,4.0,8.0,6.0,19.0,10.0,10.0,7.0,19.0,14.0,7.0,4.0,8.0,7.0,7.0,7.0,5.0,4.0,2.0,6.0,7.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,2.0,3.0,1.0,
423,JURONG WEST AVE 1,1.35086140005281,103.725450709899,,2.0,3.0,4.0,5.0,7.0,4.0,7.0,8.0,11.0,8.0,11.0,2.0,4.0,5.0,3.0,3.0,3.0,1.0,6.0,3.0,4.0,3.0,,1.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,
424,ANG MO KIO AVE 3,1.3686066030516,103.850808805402,10.0,5.0,4.0,6.0,9.0,5.0,12.0,16.0,19.0,22.0,8.0,6.0,11.0,9.0,3.0,5.0,4.0,2.0,11.0,4.0,9.0,4.0,2.0,4.0,5.0,2.0,,3.0,2.0,4.0,,4.0,2.0,2.0,1.0
424,CANBERRA RD,1.45383269452894,103.818731178228,,,,,,,,,,,,,,,2.0,6.0,3.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,,5.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,
424,CHOA CHU KANG AVE 4,1.38148303585954,103.740309029232,,,,,1.0,,2.0,4.0,2.0,,1.0,,,2.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,,,2.0,1.0,,,,,2.0,,,
424,TAMPINES ST 41,1.35747003212044,103.948217690385,1.0,2.0,4.0,6.0,2.0,13.0,10.0,7.0,9.0,11.0,9.0,4.0,7.0,4.0,7.0,6.0,5.0,5.0,2.0,4.0,7.0,1.0,2.0,,2.0,4.0,,,2.0,2.0,,5.0,3.0,2.0,
424,WOODLANDS ST 41,1.42728730939011,103.774859398322,,,,,,,,,,,,,38.0,5.0,5.0,4.0,3.0,3.0,1.0,4.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,6.0,1.0
424,PASIR RIS DR 6,1.37003389949156,103.954505634101,,,,,4.0,,,3.0,1.0,3.0,,1.0,,3.0,1.0,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,2.0,1.0,,,,,
424,CLEMENTI AVE 1,1.30954013201634,103.770500847759,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,5.0,5.0,3.0,7.0,7.0,6.0,
424,HOUGANG AVE 6,1.37376540402437,103.89348280785,,,,,,8.0,7.0,5.0,11.0,10.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,5.0,,,3.0,,2.0,3.0,2.0,,3.0,2.0,4.0,1.0,1.0,1.0
424,BEDOK NTH AVE 1,1.32842001017399,103.927482674529,7.0,4.0,11.0,6.0,9.0,9.0,14.0,11.0,10.0,6.0,11.0,10.0,8.0,6.0,6.0,11.0,4.0,7.0,6.0,7.0,8.0,6.0,4.0,4.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,1.0
424A,YISHUN AVE 11,1.42322643296323,103.848049317931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,6.0,6.0,7.0,7.0,
424B,YISHUN AVE 11,1.42324554532361,103.84854187629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,11.0,3.0,8.0,7.0,
424C,YISHUN AVE 11,1.42325871209597,103.849154996435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,4.0,6.0,2.0,1.0
424D,YISHUN AVE 11,1.42282966353599,103.849223389089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,6.0,3.0,1.0,1.0
425,ANG MO KIO AVE 3,1.36912241721256,103.851616057064,9.0,9.0,,3.0,6.0,3.0,6.0,10.0,16.0,8.0,8.0,10.0,8.0,2.0,8.0,5.0,3.0,6.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,7.0,2.0,1.0,
425,BEDOK NTH RD,1.32936960154506,103.929067536324,5.0,6.0,5.0,6.0,16.0,11.0,10.0,9.0,18.0,19.0,8.0,9.0,10.0,8.0,4.0,8.0,4.0,5.0,4.0,8.0,12.0,6.0,3.0,3.0,7.0,3.0,4.0,8.0,4.0,6.0,4.0,2.0,2.0,6.0,
425,CANBERRA RD,1.45437867279514,103.818678117563,,,,,,,,,,,,,,,1.0,6.0,7.0,6.0,7.0,4.0,5.0,3.0,6.0,2.0,3.0,3.0,2.0,1.0,6.0,4.0,1.0,3.0,1.0,2.0,1.0
425,CHOA CHU KANG AVE 4,1.38121893045437,103.739482403988,,,,,,,13.0,5.0,9.0,10.0,3.0,5.0,7.0,4.0,3.0,4.0,5.0,5.0,1.0,2.0,5.0,3.0,5.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,2.0,3.0,6.0,1.0
425,YISHUN AVE 11,1.42242242128486,103.848326515766,,,,9.0,8.0,8.0,12.0,17.0,7.0,15.0,6.0,8.0,5.0,5.0,3.0,1.0,8.0,2.0,4.0,2.0,7.0,4.0,8.0,4.0,5.0,4.0,,2.0,2.0,4.0,3.0,3.0,6.0,2.0,
425,SERANGOON AVE 1,1.34812643498711,103.876605097771,,,,1.0,5.0,2.0,1.0,3.0,8.0,7.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,,1.0,2.0,2.0,1.0,3.0,5.0,4.0,,,2.0,3.0,3.0,3.0,1.0
425,TAMPINES ST 41,1.35905994387854,103.94818218974,,3.0,2.0,5.0,10.0,2.0,4.0,8.0,8.0,15.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,,3.0,2.0,1.0,5.0,,2.0,2.0,,1.0,2.0,1.0,2.0,
425,WOODLANDS ST 41,1.42711319460916,103.773996244241,,,,,,,,,,,,7.0,32.0,5.0,4.0,8.0,2.0,3.0,8.0,4.0,5.0,2.0,2.0,4.0,,2.0,5.0,1.0,3.0,6.0,2.0,1.0,1.0,3.0,
425,FAJAR RD,1.3858579938206,103.769495984289,,,,,3.0,2.0,4.0,5.0,2.0,8.0,3.0,3.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,3.0,,,1.0,2.0,,,,2.0,3.0,1.0,1.0,1.0,2.0,
425,PASIR RIS DR 6,1.36956993932332,103.954864275084,,,,,5.0,5.0,10.0,6.0,10.0,12.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,,5.0,3.0,5.0,5.0,,1.0,1.0,4.0,2.0,1.0,3.0,3.0,,2.0,3.0,1.0,
425,CLEMENTI AVE 1,1.30962652347549,103.771123130536,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,10.0,7.0,4.0,5.0,4.0,7.0,
425,HOUGANG AVE 6,1.3734232935097,103.893600213613,,,,,2.0,2.0,1.0,4.0,6.0,5.0,3.0,,7.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,2.0,3.0,2.0,1.0,,,,,1.0,
425,JURONG WEST AVE 1,1.35085080574195,103.724437331849,3.0,4.0,2.0,4.0,9.0,4.0,11.0,12.0,15.0,12.0,6.0,4.0,4.0,9.0,7.0,4.0,1.0,6.0,5.0,6.0,7.0,3.0,6.0,4.0,5.0,6.0,3.0,2.0,3.0,3.0,1.0,2.0,6.0,2.0,
426,ANG MO KIO AVE 3,1.36948046776684,103.853309796692,3.0,5.0,2.0,3.0,5.0,6.0,6.0,4.0,18.0,6.0,7.0,10.0,7.0,3.0,3.0,9.0,3.0,6.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,3.0,
426,BEDOK NTH RD,1.32980063275839,103.928985674792,7.0,1.0,8.0,9.0,12.0,14.0,12.0,5.0,20.0,10.0,12.0,7.0,9.0,5.0,7.0,9.0,9.0,6.0,5.0,8.0,5.0,4.0,2.0,9.0,1.0,6.0,4.0,4.0,3.0,2.0,6.0,4.0,5.0,5.0,1.0
426,CHOA CHU KANG AVE 4,1.38053535977727,103.739234509084,,,,,,,4.0,15.0,12.0,8.0,3.0,7.0,8.0,1.0,7.0,2.0,3.0,1.0,2.0,4.0,3.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,
426,SERANGOON AVE 1,1.34779505728775,103.876022094599,,,,,6.0,6.0,5.0,3.0,8.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,,2.0,4.0,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,,
426,TAMPINES ST 41,1.3595747815281,103.947930045838,,6.0,4.0,3.0,8.0,13.0,10.0,3.0,7.0,14.0,5.0,4.0,4.0,1.0,6.0,4.0,3.0,4.0,4.0,2.0,,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,6.0,
426,WOODLANDS ST 41,1.42711341742038,103.773283188353,,,,,,,,,,,,,32.0,5.0,4.0,5.0,4.0,2.0,7.0,4.0,1.0,3.0,2.0,4.0,,2.0,1.0,2.0,,,1.0,3.0,4.0,3.0,
426,FAJAR RD,1.38622125256982,103.769484069418,,,,,2.0,1.0,,,3.0,2.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,
426,PASIR RIS DR 6,1.36996833213481,103.956002614221,,,,2.0,5.0,9.0,16.0,15.0,21.0,21.0,6.0,7.0,4.0,5.0,7.0,4.0,5.0,3.0,5.0,3.0,7.0,3.0,6.0,,4.0,3.0,3.0,3.0,2.0,,1.0,3.0,3.0,4.0,
426,HOUGANG AVE 6,1.37364743760813,103.89309055048,,,,,1.0,3.0,,2.0,7.0,8.0,3.0,1.0,4.0,1.0,1.0,2.0,,1.0,1.0,,2.0,2.0,,,2.0,,3.0,,3.0,,,1.0,,,
426,JURONG WEST AVE 1,1.35159139427913,103.72464010393,5.0,7.0,2.0,3.0,12.0,7.0,5.0,9.0,14.0,15.0,6.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,4.0,1.0,2.0,3.0,3.0,2.0,
426,CLEMENTI AVE 3,1.31158040643013,103.764211279777,4.0,3.0,6.0,5.0,12.0,6.0,16.0,4.0,19.0,11.0,11.0,6.0,9.0,12.0,5.0,3.0,7.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,3.0,5.0,2.0,,5.0,1.0,5.0,1.0
426A,YISHUN AVE 11,1.42308082717829,103.846419380158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,8.0,5.0,4.0,3.0,
426B,YISHUN AVE 11,1.42272148459632,103.846366899948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,4.0,8.0,3.0,3.0,
426C,YISHUN AVE 11,1.42271649180054,103.846963657212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,2.0,4.0,1.0,
426D,YISHUN AVE 11,1.42312201562131,103.84749822076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,13.0,6.0,5.0,2.0,
427,ANG MO KIO AVE 3,1.36931185924708,103.854550605629,4.0,3.0,6.0,3.0,3.0,5.0,5.0,4.0,13.0,6.0,3.0,8.0,2.0,6.0,5.0,6.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,,2.0,4.0,5.0,2.0,5.0,2.0,3.0,2.0,,
427,BEDOK NTH RD,1.32910888380158,103.92773420389,4.0,7.0,4.0,6.0,10.0,14.0,11.0,10.0,18.0,16.0,4.0,6.0,3.0,4.0,9.0,5.0,1.0,2.0,9.0,3.0,6.0,1.0,8.0,5.0,4.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,5.0,
427,CHOA CHU KANG AVE 4,1.38088419447892,103.73976352832,,,,,,,5.0,9.0,6.0,11.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,,5.0,4.0,1.0,,,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,
427,YISHUN AVE 11,1.42206906919873,103.848091765572,,,,10.0,6.0,10.0,12.0,11.0,19.0,8.0,8.0,13.0,10.0,3.0,6.0,6.0,2.0,3.0,1.0,7.0,6.0,7.0,4.0,5.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,6.0,4.0,,
427,TAMPINES ST 41,1.35954388945993,103.948530438356,,4.0,9.0,6.0,3.0,7.0,12.0,6.0,8.0,7.0,1.0,8.0,4.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,,2.0,3.0,2.0,5.0,3.0,4.0,1.0,5.0,3.0,
427,WOODLANDS ST 41,1.42729507942922,103.772494639198,,,,,,,,,,,,5.0,17.0,4.0,3.0,5.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,,1.0,,2.0,1.0,,4.0,1.0,4.0,1.0,,
427,PASIR RIS DR 6,1.37030649259801,103.956014968641,,,,3.0,11.0,6.0,9.0,8.0,19.0,6.0,6.0,4.0,6.0,5.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,
427,HOUGANG AVE 6,1.37447080577546,103.893091053432,,,,,,5.0,3.0,,3.0,2.0,2.0,1.0,3.0,,2.0,1.0,,,,1.0,1.0,,,,1.0,,2.0,,,1.0,1.0,1.0,2.0,,
427,JURONG WEST AVE 1,1.35131373566099,103.725596710632,3.0,8.0,2.0,4.0,10.0,14.0,5.0,4.0,11.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,4.0,,2.0,2.0,,3.0,,,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,
427,CLEMENTI AVE 3,1.31197064490003,103.763802999659,6.0,3.0,5.0,7.0,7.0,3.0,12.0,10.0,9.0,14.0,11.0,11.0,7.0,8.0,10.0,6.0,10.0,7.0,3.0,8.0,3.0,2.0,2.0,3.0,3.0,1.0,8.0,4.0,1.0,1.0,7.0,1.0,2.0,1.0,
428,ANG MO KIO AVE 3,1.36893906457106,103.854412288513,6.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,13.0,5.0,6.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0
428,BEDOK NTH RD,1.3295399416263,103.9276500842,4.0,4.0,8.0,3.0,10.0,6.0,16.0,15.0,15.0,21.0,6.0,4.0,7.0,7.0,2.0,7.0,9.0,3.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,7.0,1.0,3.0,7.0,3.0,9.0,3.0,
428,CHOA CHU KANG AVE 4,1.38123953345102,103.739992955985,,,,,,,1.0,3.0,1.0,3.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,2.0,,1.0,2.0,,,
428,TAMPINES ST 41,1.35908617131979,103.948910990247,1.0,7.0,4.0,5.0,10.0,11.0,7.0,6.0,4.0,11.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,1.0,4.0,6.0,2.0,2.0,
428,WOODLANDS ST 41,1.42698292390678,103.772578475525,,,,,,,,,,,,57.0,14.0,2.0,5.0,6.0,3.0,10.0,4.0,4.0,9.0,6.0,9.0,5.0,2.0,3.0,3.0,3.0,7.0,3.0,2.0,5.0,3.0,1.0,
428,PASIR RIS DR 6,1.36938405176507,103.95649211363,,,,,2.0,12.0,17.0,13.0,11.0,9.0,5.0,3.0,6.0,5.0,,3.0,5.0,3.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,,3.0,
428,HOUGANG AVE 6,1.37499448536859,103.893254965962,,,,1.0,,8.0,5.0,2.0,2.0,7.0,1.0,2.0,2.0,,1.0,,1.0,1.0,4.0,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,3.0,,,
