block,street_name,latitude,longitude,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
129,YISHUN ST 11,1.43371166670511,103.831815032172,1.0,1.0,1.0,,3.0,1.0,5.0,6.0,5.0,4.0,7.0,2.0,2.0,6.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,,5.0,2.0,
129,RIVERVALE ST,1.38986875434295,103.902651026007,,,,,,,,,,,,,,7.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,,2.0,1.0,1.0,
129,LOR AH SOO,1.35151849772358,103.887577515817,9.0,9.0,9.0,9.0,13.0,9.0,16.0,11.0,17.0,18.0,7.0,9.0,4.0,9.0,5.0,2.0,5.0,8.0,7.0,8.0,10.0,2.0,1.0,2.0,,4.0,2.0,2.0,4.0,4.0,,6.0,3.0,6.0,
129,CLARENCE LANE,1.29305554716506,103.814424413285,,,,,,,,,,11.0,10.0,7.0,7.0,9.0,2.0,3.0,1.0,4.0,2.0,2.0,,5.0,1.0,,2.0,3.0,,2.0,3.0,4.0,,4.0,2.0,3.0,
129,GEYLANG EAST AVE 2,1.31690392933252,103.888207419904,,,,1.0,1.0,,1.0,1.0,,4.0,,,,,1.0,,,3.0,,,,1.0,,,,,,,,,,,1.0,1.0,
129A,CANBERRA ST,1.44525877844282,103.832559243456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.0,2.0
129B,CANBERRA ST,1.44486581232276,103.832973072246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,23.0,2.0
129C,CANBERRA ST,1.44419462807799,103.833182402279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,
12A,MARSILING LANE,1.441317269152,103.778405129794,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.0,8.0,7.0,6.0,8.0,2.0,1.0
12B,MARSILING LANE,1.44108596725741,103.778120234677,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,11.0,8.0,3.0,6.0,7.0,2.0,2.0
12C,MARSILING LANE,1.44108587711765,103.777781234398,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,8.0,3.0,3.0,3.0,9.0,
13,GHIM MOH RD,1.30970737767413,103.789099862759,3.0,3.0,1.0,2.0,2.0,2.0,3.0,6.0,12.0,8.0,3.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,7.0,3.0,6.0,1.0,,4.0,2.0,1.0,2.0,1.0,2.0,4.0,,4.0,4.0,1.0,
13,JLN BT MERAH,1.2877189588005,103.807280589371,,,,,,,,,,,12.0,8.0,5.0,3.0,,4.0,2.0,4.0,3.0,3.0,4.0,,3.0,3.0,1.0,,,1.0,1.0,2.0,2.0,3.0,1.0,5.0,
13,LOR 7 TOA PAYOH,1.33628332874344,103.859026987388,6.0,8.0,8.0,6.0,14.0,4.0,9.0,6.0,15.0,12.0,9.0,12.0,2.0,3.0,6.0,2.0,12.0,7.0,9.0,3.0,11.0,5.0,5.0,6.0,4.0,3.0,5.0,6.0,8.0,5.0,1.0,1.0,5.0,3.0,
13,MARINE TER,1.30404168480363,103.915575511946,1.0,4.0,3.0,2.0,3.0,2.0,8.0,7.0,5.0,4.0,3.0,4.0,4.0,1.0,2.0,8.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,2.0,4.0,5.0,3.0,
13,REDHILL CL,1.28542199032976,103.81694518286,2.0,,1.0,1.0,1.0,,,3.0,3.0,3.0,3.0,,2.0,3.0,1.0,,4.0,,,1.0,,1.0,,,,,,,,,,,,,
13,ST. GEORGE'S RD,1.3232345569714,103.862732454087,2.0,7.0,4.0,4.0,2.0,7.0,5.0,3.0,5.0,7.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,,,1.0,1.0,3.0,2.0,3.0,,3.0,1.0,,
13,TELOK BLANGAH CRES,1.27815946459713,103.820475315204,8.0,5.0,4.0,11.0,5.0,6.0,7.0,4.0,14.0,8.0,5.0,4.0,8.0,11.0,8.0,7.0,5.0,5.0,7.0,7.0,10.0,3.0,7.0,2.0,3.0,4.0,3.0,4.0,7.0,5.0,2.0,3.0,4.0,2.0,
13,TOH YI DR,1.33874587958198,103.772438575927,,,,1.0,5.0,4.0,5.0,5.0,13.0,15.0,5.0,8.0,4.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0,,1.0,2.0,1.0,3.0,8.0,3.0,3.0,5.0,1.0,4.0,4.0,1.0,
13,EUNOS CRES,1.32268661939566,103.903500926144,1.0,3.0,2.0,7.0,3.0,7.0,2.0,8.0,7.0,3.0,3.0,7.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,,4.0,1.0,,2.0,,1.0,,2.0,1.0,2.0,1.0,,3.0,3.0,
13,JOO SENG RD,1.33577240529811,103.879301111445,3.0,,,,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,,1.0,,,2.0,1.0,1.0,2.0,,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,
13,UPP BOON KENG RD,1.31448109676372,103.87045800931,,,,,,,,,,,,,,7.0,6.0,5.0,5.0,3.0,4.0,3.0,7.0,3.0,4.0,,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,,
13,TECK WHYE LANE,1.3789463465292,103.755847939018,2.0,4.0,5.0,3.0,7.0,6.0,8.0,7.0,19.0,11.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,6.0,2.0,4.0,3.0,3.0,2.0,,1.0,4.0,2.0,6.0,1.0,,6.0,3.0,2.0,
13,CANTONMENT CL,1.27469944029957,103.840485373883,,,,,,,,,,,,,,,,,11.0,6.0,,3.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,6.0,10.0,4.0,6.0,3.0,1.0,4.0,
13,FARRER PK RD,1.31160076212301,103.851400079336,,,,,,,,,,,,,,,,,1.0,2.0,7.0,11.0,7.0,6.0,5.0,6.0,2.0,8.0,7.0,3.0,6.0,8.0,2.0,3.0,10.0,1.0,
13,HOLLAND DR,1.3093603954861,103.793205067682,15.0,9.0,8.0,12.0,15.0,16.0,25.0,16.0,27.0,28.0,23.0,19.0,23.0,12.0,22.0,17.0,18.0,13.0,18.0,12.0,17.0,7.0,9.0,6.0,7.0,7.0,6.0,7.0,11.0,12.0,3.0,15.0,11.0,9.0,2.0
13,DOVER CL EAST,1.30537011229368,103.786079519406,4.0,6.0,1.0,4.0,11.0,4.0,7.0,9.0,8.0,12.0,9.0,9.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,7.0,,4.0,1.0,1.0,3.0,1.0,1.0,,3.0,3.0,3.0,,1.0,
13,MARSILING LANE,1.44109627463341,103.779276133737,1.0,5.0,9.0,7.0,6.0,8.0,17.0,9.0,9.0,12.0,7.0,5.0,5.0,8.0,15.0,11.0,4.0,7.0,6.0,13.0,11.0,4.0,6.0,4.0,1.0,5.0,7.0,6.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0
130,ANG MO KIO AVE 3,1.3703979167524,103.841878840033,16.0,13.0,7.0,7.0,14.0,9.0,14.0,8.0,15.0,13.0,8.0,8.0,17.0,11.0,11.0,12.0,3.0,6.0,5.0,4.0,10.0,6.0,5.0,3.0,8.0,4.0,3.0,3.0,7.0,4.0,7.0,7.0,,5.0,1.0
130,BEDOK RESERVOIR RD,1.33343622625481,103.912338037315,,4.0,1.0,6.0,7.0,4.0,3.0,9.0,6.0,3.0,5.0,4.0,2.0,3.0,,5.0,1.0,2.0,3.0,2.0,5.0,1.0,,1.0,1.0,,3.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,
130,BISHAN ST 12,1.34590888814553,103.851015987254,,6.0,2.0,5.0,6.0,3.0,12.0,9.0,9.0,17.0,7.0,2.0,2.0,3.0,8.0,8.0,3.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,
130,SIMEI ST 1,1.34621293310163,103.954814919344,,,6.0,6.0,7.0,11.0,13.0,9.0,12.0,12.0,5.0,2.0,6.0,3.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,1.0,4.0,5.0,3.0,,2.0,3.0,2.0,2.0,,4.0,,1.0,1.0
130,PASIR RIS ST 11,1.36536519979038,103.956938360686,,,,,,,,,8.0,6.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,,3.0,,1.0,2.0,,,,,,6.0,2.0,,,3.0,,
130,EDGEDALE PLAINS,1.39317299390018,103.910055332313,,,,,,,,,,,,,,,,,1.0,12.0,10.0,9.0,10.0,4.0,9.0,1.0,4.0,7.0,6.0,4.0,7.0,3.0,2.0,5.0,8.0,8.0,
130,BEDOK NTH ST 2,1.32716150771952,103.936824833587,7.0,1.0,3.0,4.0,9.0,7.0,5.0,8.0,8.0,15.0,2.0,8.0,1.0,8.0,2.0,7.0,4.0,3.0,,6.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,,
130,MARSILING RISE,1.43812644143689,103.778700479218,1.0,2.0,2.0,1.0,,2.0,10.0,3.0,13.0,8.0,3.0,5.0,7.0,8.0,5.0,,5.0,2.0,5.0,6.0,6.0,8.0,8.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,7.0,2.0,5.0,2.0
130,YISHUN ST 11,1.43352498091283,103.831330838156,4.0,3.0,1.0,3.0,8.0,9.0,8.0,11.0,16.0,13.0,9.0,11.0,4.0,10.0,3.0,6.0,4.0,4.0,7.0,5.0,7.0,1.0,4.0,2.0,7.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,
130,GEYLANG EAST AVE 1,1.31678542437667,103.887772848835,,1.0,4.0,6.0,8.0,5.0,7.0,9.0,8.0,9.0,7.0,4.0,3.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,3.0,,2.0,,1.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,
130,RIVERVALE ST,1.38944503867738,103.902653243628,,,,,,,,,,,,,,10.0,7.0,5.0,2.0,6.0,4.0,4.0,4.0,5.0,2.0,6.0,,3.0,2.0,2.0,1.0,1.0,2.0,3.0,,3.0,1.0
130,LOR AH SOO,1.35128004840608,103.886489897616,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,8.0,2.0,5.0,4.0,5.0,6.0,3.0,2.0,1.0,1.0,3.0,2.0,6.0,,1.0,,2.0,4.0,4.0,1.0,1.0,1.0,2.0,,,1.0,
130,CLARENCE LANE,1.29272126693678,103.814835714007,,,,,,,,,,1.0,16.0,5.0,6.0,6.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,,2.0,1.0,2.0,1.0,,6.0,2.0,4.0,1.0,2.0,2.0,,
130,CASHEW RD,1.37401129101618,103.771281823916,,,,5.0,8.0,2.0,2.0,2.0,8.0,8.0,2.0,,5.0,2.0,,1.0,3.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,,1.0,5.0,1.0,3.0,1.0,3.0,2.0,,1.0
130,CHOA CHU KANG AVE 1,1.38129091210383,103.750296649613,,,,,,,2.0,10.0,5.0,7.0,1.0,5.0,2.0,1.0,1.0,,1.0,2.0,,2.0,2.0,1.0,3.0,,,3.0,2.0,4.0,1.0,1.0,,1.0,,,
130A,LOR 1 TOA PAYOH,1.33739340446846,103.843183636059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,9.0,
130A,CANBERRA CRES,1.4447639261162,103.831866874987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,
130B,LOR 1 TOA PAYOH,1.33737930602079,103.842653920722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,19.0,1.0
130B,CANBERRA CRES,1.44438525789551,103.832077519963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,13.0,
131,JLN BT MERAH,1.28018941877785,103.828178444795,2.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,6.0,5.0,3.0,7.0,2.0,8.0,7.0,9.0,4.0,1.0,4.0,6.0,5.0,5.0,1.0,1.0,2.0,,3.0,5.0,3.0,4.0,2.0,4.0,1.0,2.0,
131,ANG MO KIO AVE 3,1.37101536386005,103.841800323712,5.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,10.0,1.0,2.0,6.0,4.0,1.0,3.0,4.0,,1.0,2.0,4.0,1.0,2.0,1.0,3.0,,1.0,5.0,1.0,5.0,1.0,5.0,6.0,4.0,
131,BEDOK RESERVOIR RD,1.33312205607092,103.911711197755,1.0,2.0,3.0,2.0,3.0,7.0,9.0,4.0,6.0,7.0,4.0,4.0,7.0,5.0,4.0,1.0,1.0,3.0,6.0,3.0,6.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,,1.0,2.0,2.0,2.0,1.0,
131,BISHAN ST 12,1.34557574781191,103.850945135272,1.0,4.0,3.0,,5.0,5.0,7.0,5.0,6.0,5.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,,3.0,4.0,1.0,1.0,2.0,3.0,,2.0,2.0,3.0,,3.0,2.0,1.0,1.0
131,POTONG PASIR AVE 1,1.3343832708131,103.865312115136,1.0,2.0,,2.0,1.0,1.0,,2.0,2.0,2.0,,,1.0,,,,2.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,
131,SIMEI ST 1,1.34549483450737,103.953960305385,,,1.0,1.0,5.0,2.0,2.0,5.0,8.0,6.0,6.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,6.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,
131,PASIR RIS ST 11,1.36591990037957,103.956348545314,,,,,,,1.0,,7.0,7.0,1.0,,,1.0,1.0,,2.0,2.0,4.0,4.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,1.0,1.0,
131,MARSILING RISE,1.43847983955612,103.778613439344,2.0,3.0,3.0,3.0,4.0,5.0,6.0,3.0,15.0,13.0,2.0,7.0,4.0,7.0,9.0,5.0,7.0,5.0,5.0,7.0,7.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,7.0,5.0,4.0,7.0,6.0,
131,YISHUN ST 11,1.43316260592869,103.831684787748,3.0,5.0,3.0,8.0,9.0,9.0,5.0,11.0,12.0,15.0,9.0,9.0,4.0,3.0,7.0,4.0,3.0,5.0,7.0,2.0,8.0,4.0,7.0,3.0,3.0,3.0,7.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,
131,GEYLANG EAST AVE 1,1.31675422335512,103.886811241154,,3.0,5.0,3.0,2.0,2.0,,1.0,3.0,6.0,1.0,2.0,3.0,,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,1.0,2.0,1.0,
131,RIVERVALE ST,1.38934424778157,103.903081571286,,,,,,,,,,,,,,10.0,12.0,9.0,5.0,2.0,6.0,5.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,7.0,5.0,3.0,3.0,3.0,2.0,5.0,
131,LOR AH SOO,1.35138924569176,103.887042425781,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,
131,CLARENCE LANE,1.29248316675521,103.815236243631,,,,,,,,,,2.0,9.0,1.0,1.0,2.0,3.0,2.0,3.0,7.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,,1.0,3.0,,
131,CASHEW RD,1.37457987035669,103.770871763692,,,1.0,4.0,6.0,7.0,10.0,9.0,10.0,8.0,3.0,7.0,5.0,11.0,8.0,8.0,4.0,7.0,3.0,4.0,9.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,5.0,2.0,3.0,1.0
131,CHOA CHU KANG AVE 1,1.38149344880733,103.750955861582,,,,,1.0,,,17.0,4.0,3.0,1.0,7.0,3.0,1.0,,1.0,1.0,,4.0,3.0,,1.0,2.0,1.0,,,1.0,,1.0,,1.0,3.0,,2.0,
131,BEDOK NTH AVE 3,1.32696994020531,103.93585007622,3.0,6.0,4.0,4.0,3.0,5.0,2.0,6.0,12.0,11.0,5.0,7.0,4.0,2.0,4.0,7.0,2.0,,2.0,5.0,5.0,3.0,4.0,4.0,,1.0,6.0,1.0,2.0,,3.0,8.0,,1.0,
131A,LOR 1 TOA PAYOH,1.33844074404188,103.843388798524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,13.0,
131B,LOR 1 TOA PAYOH,1.33830495965698,103.84284315696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,
131B,KIM TIAN RD,1.2809175687333,103.828370313694,,,,,,,,,,,,,,,,2.0,12.0,8.0,8.0,7.0,6.0,3.0,3.0,2.0,3.0,3.0,1.0,,4.0,4.0,2.0,8.0,1.0,6.0,1.0
131C,KIM TIAN RD,1.28031242686464,103.828822266209,,,,,,,,,,,,,,,,7.0,9.0,5.0,8.0,4.0,7.0,1.0,6.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,
132,JLN BT MERAH,1.27873808127935,103.828304288385,5.0,6.0,6.0,4.0,4.0,8.0,5.0,5.0,3.0,4.0,5.0,7.0,3.0,5.0,6.0,8.0,6.0,4.0,7.0,9.0,4.0,5.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,
132,ANG MO KIO AVE 3,1.37144743640865,103.841783557978,5.0,7.0,3.0,1.0,10.0,3.0,1.0,4.0,6.0,10.0,5.0,2.0,6.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,,1.0,2.0,3.0,3.0,2.0,3.0,,3.0,4.0,1.0,
132,BEDOK RESERVOIR RD,1.33279545196223,103.911813210599,,,3.0,5.0,5.0,5.0,7.0,7.0,10.0,8.0,5.0,1.0,6.0,6.0,2.0,2.0,,2.0,2.0,1.0,5.0,1.0,4.0,2.0,,1.0,3.0,,1.0,4.0,,3.0,1.0,2.0,
132,BISHAN ST 12,1.34566334804943,103.851578599165,,,3.0,,3.0,2.0,3.0,,1.0,,,1.0,1.0,,3.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,,1.0,
132,SIMEI ST 1,1.34673898258806,103.955937163216,,,1.0,2.0,3.0,4.0,6.0,5.0,4.0,5.0,6.0,6.0,,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,,1.0,,1.0,4.0,2.0,1.0,2.0,3.0,2.0,,
132,PASIR RIS ST 11,1.3662328283583,103.956086878047,,,,,,,,,5.0,4.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,2.0,,,,1.0,,
132,EDGEDALE PLAINS,1.39306949883032,103.910698497279,,,,,,,,,,,,,,,,,,13.0,14.0,9.0,21.0,3.0,7.0,5.0,3.0,6.0,4.0,8.0,2.0,2.0,4.0,6.0,5.0,5.0,
132,BEDOK NTH ST 2,1.32775288998398,103.936709340476,5.0,3.0,4.0,6.0,10.0,8.0,13.0,11.0,8.0,14.0,7.0,8.0,9.0,9.0,5.0,,1.0,4.0,5.0,8.0,3.0,,3.0,6.0,4.0,3.0,5.0,1.0,1.0,,4.0,1.0,2.0,4.0,
132,YISHUN ST 11,1.43277846415079,103.831223954136,1.0,2.0,1.0,2.0,5.0,6.0,7.0,11.0,26.0,18.0,11.0,6.0,2.0,6.0,6.0,7.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,1.0,3.0,3.0,1.0,5.0,4.0,2.0,,,3.0,
132,GEYLANG EAST AVE 1,1.31634890441173,103.885941509046,,,7.0,6.0,9.0,9.0,8.0,5.0,7.0,7.0,3.0,2.0,1.0,5.0,1.0,3.0,5.0,3.0,2.0,4.0,7.0,2.0,5.0,1.0,1.0,1.0,,3.0,3.0,1.0,5.0,2.0,3.0,1.0,
132,RIVERVALE ST,1.39002903680075,103.903517302026,,,,,,,,,,,,,,12.0,8.0,5.0,2.0,2.0,4.0,2.0,6.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,2.0,5.0,3.0,
132,LOR AH SOO,1.35085299679099,103.88632991316,2.0,3.0,4.0,5.0,8.0,4.0,11.0,5.0,4.0,13.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,8.0,2.0,5.0,3.0,2.0,,,,,3.0,,,6.0,6.0,3.0,3.0,
132,CLARENCE LANE,1.29225523437498,103.814879807351,,,,,,1.0,,,1.0,4.0,6.0,5.0,2.0,1.0,,2.0,2.0,3.0,,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,
132,CASHEW RD,1.37427380230522,103.770688640795,,,1.0,4.0,10.0,5.0,6.0,5.0,18.0,9.0,9.0,5.0,4.0,9.0,7.0,3.0,2.0,6.0,7.0,6.0,5.0,,4.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,,2.0,4.0,3.0,
132,CHOA CHU KANG AVE 1,1.38106199176976,103.750795989119,,,,,,,,7.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,,1.0,,1.0,2.0,,2.0,,,,4.0,,,1.0,,1.0,,2.0,
133,BEDOK RESERVOIR RD,1.33235744118923,103.911767964622,,4.0,1.0,4.0,8.0,7.0,8.0,7.0,11.0,6.0,1.0,3.0,3.0,5.0,5.0,5.0,,2.0,1.0,3.0,1.0,,1.0,2.0,,4.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0
133,SIMEI ST 1,1.34731366588758,103.95567850497,,,1.0,7.0,5.0,8.0,8.0,7.0,9.0,15.0,4.0,6.0,2.0,3.0,5.0,1.0,3.0,2.0,4.0,,2.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,
133,TECK WHYE LANE,1.38074415084017,103.751221118009,,,,,1.0,1.0,,5.0,8.0,5.0,3.0,6.0,2.0,1.0,,,1.0,2.0,,,,,2.0,,,1.0,,1.0,,2.0,,,2.0,,
133,PASIR RIS ST 11,1.36572659703754,103.956188045596,,,,,,,,,7.0,8.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,,4.0,3.0,,1.0,,,1.0,,,,,1.0,,1.0,
133,EDGEDALE PLAINS,1.39283155421469,103.910620119955,,,,,,,,,,,,,,,,1.0,2.0,11.0,8.0,12.0,9.0,10.0,9.0,4.0,3.0,5.0,9.0,6.0,5.0,9.0,5.0,7.0,7.0,6.0,
133,MARSILING RISE,1.43753389486163,103.778070969184,,,,,,,,,,8.0,2.0,,2.0,1.0,,2.0,,,2.0,2.0,1.0,1.0,,1.0,,2.0,1.0,,,,3.0,,,,
133,YISHUN ST 11,1.43255737199895,103.830784110499,3.0,2.0,1.0,2.0,2.0,7.0,7.0,1.0,5.0,8.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,,3.0,4.0,2.0,,,2.0,2.0,2.0,,2.0,,1.0,1.0,2.0,1.0,,
133,GEYLANG EAST AVE 1,1.31643952997031,103.885461986173,,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,9.0,2.0,5.0,5.0,5.0,,3.0,2.0,1.0,3.0,6.0,2.0,3.0,2.0,,1.0,,2.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,
133,RIVERVALE ST,1.38864259962868,103.903635505967,,,,,,,,,,,,,,4.0,6.0,2.0,3.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,,1.0,2.0,1.0,3.0,,2.0,3.0,4.0,,1.0
133,LOR AH SOO,1.35076271020558,103.887548072787,7.0,3.0,5.0,3.0,5.0,7.0,10.0,10.0,7.0,13.0,9.0,10.0,5.0,3.0,2.0,3.0,3.0,12.0,4.0,4.0,4.0,3.0,3.0,,,1.0,,1.0,2.0,,5.0,2.0,1.0,4.0,
133,CLARENCE LANE,1.29231647710433,103.814605959416,,,,,,,,,,7.0,4.0,4.0,1.0,,,1.0,1.0,5.0,1.0,,,,2.0,,,,2.0,,1.0,3.0,2.0,,1.0,,
133,CASHEW RD,1.37425443630173,103.769865588466,,,,,5.0,6.0,1.0,3.0,3.0,8.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,,4.0,,,,,,5.0,3.0,,2.0,3.0,1.0,1.0,
133,BEDOK NTH AVE 3,1.32756257230308,103.93573462699,5.0,4.0,3.0,4.0,9.0,4.0,6.0,10.0,9.0,14.0,9.0,3.0,9.0,4.0,6.0,6.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,5.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,5.0,
133A,CASHEW RD,1.374673459048,103.770345210824,,,,1.0,1.0,3.0,,1.0,5.0,2.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,
134,JLN BT MERAH,1.27883101079192,103.82772371417,,,,,,,,,,,12.0,12.0,3.0,2.0,5.0,2.0,7.0,1.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,,4.0,2.0,3.0,1.0,3.0,
134,ANG MO KIO AVE 3,1.37205318246041,103.842249737382,6.0,6.0,7.0,1.0,4.0,3.0,6.0,8.0,11.0,15.0,6.0,2.0,10.0,1.0,2.0,7.0,7.0,,3.0,2.0,4.0,3.0,,1.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,,2.0,
134,BEDOK RESERVOIR RD,1.33287858460022,103.912838489269,,2.0,5.0,5.0,8.0,11.0,11.0,7.0,14.0,10.0,3.0,4.0,6.0,4.0,4.0,2.0,1.0,3.0,2.0,,4.0,3.0,2.0,2.0,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,
134,BISHAN ST 12,1.3454110476448,103.852079804354,,,1.0,5.0,5.0,6.0,1.0,9.0,4.0,13.0,2.0,2.0,2.0,,2.0,3.0,3.0,1.0,,1.0,3.0,,1.0,1.0,1.0,,1.0,3.0,,2.0,3.0,3.0,1.0,1.0,
134,SIMEI ST 1,1.34814861594368,103.955648416036,,1.0,,7.0,10.0,12.0,14.0,8.0,15.0,19.0,9.0,3.0,6.0,2.0,4.0,6.0,2.0,7.0,10.0,4.0,6.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,
134,TECK WHYE LANE,1.38026609488202,103.750956814968,,,,,,,1.0,3.0,5.0,9.0,2.0,,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,1.0,
134,PASIR RIS ST 11,1.36515238365721,103.956349944243,,,,,,,,,9.0,12.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,,2.0,4.0,3.0,1.0,,,,,1.0,2.0,2.0,3.0,2.0,,1.0
134,EDGEDALE PLAINS,1.39233540545799,103.91018078305,,,,,,,,,,,,,,,,,2.0,21.0,9.0,14.0,9.0,5.0,10.0,2.0,5.0,5.0,9.0,6.0,5.0,3.0,7.0,11.0,4.0,5.0,1.0
